UserId,Name,Email,Password,Payment Methods,Crypto Wallet Address,Education,Genre,Subgenres,Location,Website,Social Media,Discography (Count),NFTs (Count),Achievements,Collaboration (Y/N),Collaboration Type,Services Provided,Services Sought,Deals Participated,Deals Completed,Post Links,Likes Count,Comments Count,Opportunities Raised,Payment History,Reviews,Rank
ART8975,Alexis Martin MD,catherine44@example.org,[Hashed Password],Credit Card,Ethereum Classic,Self-Taught,Pop,Dance Pop,"Westhaven, Saint Lucia",https://kalakrut.com/Alexis Martin MD,SubStack,9,0,Won Award,Yes,choreography,Vocals,Mixing & Mastering,4,2,11,358127,191851,2,7,2,172
ART9096,Kathleen Caldwell,john80@example.net,[Hashed Password],Stripe,SwiftCoin,Self-Taught,World,Contemporary,"Whitestad, Solomon Islands",https://kalakrut.com/Kathleen Caldwell,Twitter,5,4,Featured in Magazine,Yes,lyrics,Songwriting,Session Musician,7,4,4,2926820,197076,4,10,4,410
ART1306,Gabrielle Gonzalez,ekennedy@example.net,[Hashed Password],Paypal,Emercoin,Self-Taught,World,Contemporary,"Ericfort, Greece",https://kalakrut.com/Gabrielle Gonzalez,Fb,9,4,Featured in Magazine,No,choreography,Vocals,Mixing & Mastering,1,0,13,1834560,1279161,1,3,5,41
ART1724,Jeremiah Avila,yboyd@example.net,[Hashed Password],Debit Card,Gridcoin,Music Academy,Pop,Dance Pop,"East Nicholasside, Austria",https://kalakrut.com/Jeremiah Avila,YouTube,5,4,,No,design,Songwriting,Session Musician,0,0,19,1042720,1464976,4,9,6,223
ART3366,Carlos Hancock,carolclark@example.org,[Hashed Password],Debit Card,PotCoin,Self-Taught,Pop,K-Pop,"Port Brandontown, Georgia",https://kalakrut.com/Carlos Hancock,LinkedIn,6,4,Featured in Magazine,No,choreography,Vocals,Feature Verse,0,0,14,4168318,653268,1,3,9,708
ART7357,Heather Hudson,royanderson@example.com,[Hashed Password],Cash on Delivery,Titcoin,Music Academy,Classical,Opera,"Taylorberg, Heard Island and McDonald Islands",https://kalakrut.com/Heather Hudson,Insta,8,3,Featured in Magazine,Yes,event,Vocals,Feature Verse,7,2,14,13532834,3236100,3,1,6,121
ART4381,Candace Andrews,qcontreras@example.com,[Hashed Password],Stripe,EOS.IO,Self-Taught,Electronic,Dubstep,"South Alexandriafurt, Australia",https://kalakrut.com/Candace Andrews,Insta,2,5,,Yes,business,Music Production,Session Musician,5,3,14,9087414,6803986,0,4,8,304
ART679,Evan Hunt,palmerjessica@example.com,[Hashed Password],Debit Card,Namecoin,Music Academy,Hip-Hop,Trap,"Erinport, Eritrea",https://kalakrut.com/Evan Hunt,Twitter,5,0,Featured in Magazine,Yes,choreography,Vocals,Feature Verse,5,5,12,733296,386628,5,4,6,173
ART2888,Alexis Henderson,scottmccarthy@example.com,[Hashed Password],Cash on Delivery,Feathercoin,Self-Taught,Hip-Hop,Boom Bap,"Kellyshire, Bangladesh",https://kalakrut.com/Alexis Henderson,YouTube,3,1,Won Award,Yes,lyrics,Music Production,Feature Verse,10,8,19,3719820,614498,1,4,1,922
ART1435,Patricia Lee,marysutton@example.com,[Hashed Password],Credit Card,Burstcoin,Music Academy,Classical,Orchestra,"Tiffanyville, Dominica",https://kalakrut.com/Patricia Lee,YouTube,7,5,Featured in Magazine,Yes,concept,Vocals,Session Musician,3,3,6,2707464,645048,0,2,6,32
ART5359,Ricky Parker,annettemoyer@example.com,[Hashed Password],Paypal,TRON,Music Academy,Hip-Hop,Boom Bap,"Sheltonfurt, Georgia",https://kalakrut.com/Ricky Parker,Fb,3,4,,No,choreography,Vocals,Feature Verse,8,5,1,427611,29006,5,8,3,921
ART7639,Tina Reyes,zmcdonald@example.net,[Hashed Password],Paypal,Peercoin,Music Academy,Hip-Hop,Boom Bap,"Karenstad, Malawi",https://kalakrut.com/Tina Reyes,Twitter,2,1,Featured in Magazine,Yes,design,Vocals,Feature Verse,0,0,3,2938119,340131,4,1,8,448
ART306,Meghan Quinn,nwilson@example.org,[Hashed Password],Paypal,Zcash,Music Academy,Pop,Pop Rock,"Brendamouth, Tokelau",https://kalakrut.com/Meghan Quinn,YouTube,6,2,Won Award,Yes,design,Music Production,Session Musician,8,6,8,779864,238008,5,2,3,157
ART6339,Matthew Wallace,veronicaedwards@example.net,[Hashed Password],Paypal,Sirin Labs,Self-Taught,Rock,Metal,"North Alexandriamouth, Qatar",https://kalakrut.com/Matthew Wallace,LinkedIn,2,4,Featured in Magazine,No,design,Music Production,Feature Verse,8,0,10,2442310,2200450,0,2,8,163
ART1398,Craig Coleman,iwashington@example.com,[Hashed Password],Paypal,Vertcoin,Online Course,Electronic,Dubstep,"North Seanview, Benin",https://kalakrut.com/Craig Coleman,Twitter,3,4,Featured in Magazine,Yes,script,Music Production,Mixing & Mastering,10,10,18,1884582,1462410,1,8,8,699
ART2068,Angela Riley,nicholas22@example.org,[Hashed Password],Debit Card,Decred,Online Course,Indian,Carnatic,"Vincentland, Ukraine",https://kalakrut.com/Angela Riley,Fb,5,2,Won Award,No,script,Music Production,Feature Verse,6,0,15,3649560,3861150,5,1,10,846
ART7271,Krista Hall,hughesjessica@example.net,[Hashed Password],Stripe,Cardano,Music Academy,World,Contemporary,"East Michael, Libyan Arab Jamahiriya",https://kalakrut.com/Krista Hall,YouTube,6,2,Featured in Magazine,Yes,event,Songwriting,Mixing & Mastering,8,0,8,225040,43640,2,4,8,961
ART4990,Martin Robles,gabriel57@example.org,[Hashed Password],Stripe,Zcash,Online Course,Pop,Pop Rock,"Port Sharonchester, Belgium",https://kalakrut.com/Martin Robles,YouTube,8,5,,No,event,Vocals,Mixing & Mastering,10,3,6,5465400,2527692,4,4,8,644
ART2781,Melissa Taylor,anthonywolfe@example.net,[Hashed Password],Debit Card,Feathercoin,Online Course,Rock,Metal,"Patriciaville, Antigua and Barbuda",https://kalakrut.com/Melissa Taylor,LinkedIn,2,0,Won Award,No,concept,Vocals,Feature Verse,3,2,8,7747648,2264624,2,3,1,682
ART416,Felicia Bishop,utownsend@example.com,[Hashed Password],Credit Card,Monero,Online Course,Hip-Hop,Conscious Rap,"South Lindastad, Afghanistan",https://kalakrut.com/Felicia Bishop,Fb,3,5,,Yes,lyrics,Vocals,Session Musician,0,0,12,3423492,3103176,4,5,0,685
ART7637,Jose Lopez,brittany51@example.com,[Hashed Password],Stripe,NEO,Self-Taught,Classical,Chamber,"West Jillianside, Guinea",https://kalakrut.com/Jose Lopez,LinkedIn,2,1,Won Award,Yes,script,Vocals,Mixing & Mastering,8,5,3,1941624,360651,1,8,1,840
ART9565,Valerie Moore,sonya41@example.com,[Hashed Password],Debit Card,Bytecoin,Self-Taught,Jazz,Fusion,"Masonbury, Korea",https://kalakrut.com/Valerie Moore,LinkedIn,10,3,Featured in Magazine,No,production,Songwriting,Session Musician,0,0,9,7229709,3201714,2,3,9,800
ART1100,Dr. Jacqueline Hernandez,john82@example.net,[Hashed Password],Cash on Delivery,Titcoin,Self-Taught,World,Contemporary,"Port Christinebury, Israel",https://kalakrut.com/Dr. Jacqueline Hernandez,SubStack,1,0,Featured in Magazine,Yes,concept,Music Production,Feature Verse,2,0,13,1479517,962949,5,6,4,124
ART7000,Lisa Martinez,bonnie06@example.com,[Hashed Password],Credit Card,Burstcoin,Self-Taught,Indian,Bollywood,"South Kendramouth, Guatemala",https://kalakrut.com/Lisa Martinez,YouTube,1,4,Featured in Magazine,No,choreography,Vocals,Session Musician,3,1,15,12077595,1025625,2,4,8,691
ART8249,Courtney Brown,margaret74@example.com,[Hashed Password],Debit Card,NEO,Self-Taught,Classical,Opera,"South Tyler, Palestinian Territory",https://kalakrut.com/Courtney Brown,Twitter,8,3,Featured in Magazine,Yes,design,Vocals,Session Musician,3,1,10,529860,481400,3,4,9,261
ART6897,Troy Reynolds,farmerwilliam@example.net,[Hashed Password],Stripe,SwiftCoin,Online Course,Rock,Alternative,"Stephaniemouth, Saudi Arabia",https://kalakrut.com/Troy Reynolds,Fb,10,4,,No,business,Music Production,Session Musician,7,2,7,5648013,3568411,4,2,5,824
ART5548,Mary Green,jmoon@example.com,[Hashed Password],Credit Card,Burstcoin,Online Course,Rock,Alternative,"Nguyenmouth, Brazil",https://kalakrut.com/Mary Green,Twitter,1,0,Won Award,No,production,Songwriting,Session Musician,9,3,7,4251499,315035,0,3,2,21
ART2218,Michael Johnson,vasquezmichael@example.org,[Hashed Password],Debit Card,Vertcoin,Online Course,Indian,Folk,"Jenniferville, Netherlands",https://kalakrut.com/Michael Johnson,Fb,3,0,Featured in Magazine,Yes,logistics,Vocals,Feature Verse,0,0,10,6112670,2340330,0,6,6,621
ART7480,Ashley Johnson,cortezerin@example.org,[Hashed Password],Debit Card,Bitcoin,Self-Taught,Electronic,EDM,"South Janice, British Indian Ocean Territory (Chagos Archipelago)",https://kalakrut.com/Ashley Johnson,Insta,5,2,Won Award,No,design,Songwriting,Session Musician,8,8,6,3082956,167052,1,4,8,443
ART9732,Matthew Harris,nicholasburnett@example.org,[Hashed Password],Cash on Delivery,Nxt,Online Course,Pop,Pop Rock,"New Kevinfurt, Gibraltar",https://kalakrut.com/Matthew Harris,SubStack,10,2,,Yes,event,Music Production,Mixing & Mastering,0,0,17,1009647,945506,1,7,2,682
ART4022,Justin Hayden,laurenhill@example.net,[Hashed Password],Stripe,Emercoin,Music Academy,Indian,Carnatic,"Levimouth, Brunei Darussalam",https://kalakrut.com/Justin Hayden,YouTube,10,4,Featured in Magazine,Yes,production,Music Production,Mixing & Mastering,8,8,18,9156996,5614758,5,4,3,65
ART1077,Paul Shaw,csmith@example.net,[Hashed Password],Stripe,TRON,Music Academy,Hip-Hop,Boom Bap,"Jessicaville, Egypt",https://kalakrut.com/Paul Shaw,LinkedIn,6,0,Featured in Magazine,No,lyrics,Songwriting,Session Musician,4,1,17,16972120,2263329,1,4,3,210
ART6024,Richard Orozco,ybyrd@example.com,[Hashed Password],Paypal,Litecoin,Music Academy,Pop,Pop Rock,"North Greggborough, Korea",https://kalakrut.com/Richard Orozco,Insta,9,4,Won Award,No,logistics,Songwriting,Mixing & Mastering,7,5,10,8973490,7545360,1,3,7,181
ART8206,Pamela Smith,helen07@example.net,[Hashed Password],Paypal,XEM,Online Course,Rock,Metal,"East Tiffanyborough, Malta",https://kalakrut.com/Pamela Smith,SubStack,10,0,Featured in Magazine,Yes,choreography,Vocals,Mixing & Mastering,4,1,14,13290718,15109654,0,2,2,544
ART4424,Andrew Paul,cstevens@example.org,[Hashed Password],Credit Card,Ripple,Online Course,Hip-Hop,Trap,"Scottborough, Fiji",https://kalakrut.com/Andrew Paul,SubStack,4,0,Won Award,Yes,PR,Music Production,Mixing & Mastering,0,0,1,45282,647,0,2,5,933
ART7692,Ryan Wood,phenderson@example.org,[Hashed Password],Paypal,XEM,Music Academy,Classical,Orchestra,"Rebeccaborough, Saint Barthelemy",https://kalakrut.com/Ryan Wood,Fb,9,0,,No,logistics,Music Production,Session Musician,6,1,8,1857280,1388264,4,9,0,969
ART3076,Michael Brown,fbutler@example.org,[Hashed Password],Stripe,AMP,Online Course,Pop,K-Pop,"Katherinehaven, Kazakhstan",https://kalakrut.com/Michael Brown,LinkedIn,10,1,Won Award,Yes,design,Songwriting,Mixing & Mastering,5,4,1,372256,12683,2,7,1,951
ART5893,Anna Charles,amandabrown@example.net,[Hashed Password],Paypal,Bitcoin,Self-Taught,Classical,Opera,"Lake Terriburgh, Nigeria",https://kalakrut.com/Anna Charles,YouTube,3,1,,Yes,design,Music Production,Mixing & Mastering,10,3,16,7613616,6087424,2,3,0,226
ART7294,Mark Thomas,vanessa73@example.com,[Hashed Password],Stripe,Ethereum Classic,Self-Taught,Pop,K-Pop,"Jacquelineland, Zambia",https://kalakrut.com/Mark Thomas,Insta,1,5,Featured in Magazine,No,business,Music Production,Mixing & Mastering,9,0,16,7163792,3346752,1,10,3,500
ART3505,Hailey Avery,zacharypark@example.com,[Hashed Password],Paypal,Peercoin,Self-Taught,Rock,Indie Rock,"Shaneview, Guinea",https://kalakrut.com/Hailey Avery,Fb,5,0,Won Award,Yes,event,Music Production,Session Musician,4,4,11,2052160,1367124,4,2,2,21
ART3852,Robert Villegas,judith18@example.com,[Hashed Password],Paypal,Gridcoin,Music Academy,Rock,Alternative,"New Cynthiaborough, Guadeloupe",https://kalakrut.com/Robert Villegas,SubStack,2,1,,Yes,concept,Music Production,Session Musician,7,0,10,1171070,305320,5,8,3,878
ART6650,Jason Watson,brianbarrett@example.net,[Hashed Password],Paypal,Sirin Labs,Music Academy,Classical,Opera,"East Bryce, Hong Kong",https://kalakrut.com/Jason Watson,Twitter,4,1,,No,PR,Music Production,Feature Verse,9,7,1,856773,84472,2,2,0,51
ART4465,Cameron Preston,johnrobinson@example.com,[Hashed Password],Cash on Delivery,MazaCoin,Online Course,World,Contemporary,"Port Stephanie, Taiwan",https://kalakrut.com/Cameron Preston,Fb,5,4,Featured in Magazine,No,lyrics,Music Production,Session Musician,9,5,9,1197405,977697,4,10,0,240
ART1464,Traci Smith,jennifer87@example.com,[Hashed Password],Stripe,Omni,Self-Taught,Electronic,Dubstep,"Williamsstad, Anguilla",https://kalakrut.com/Traci Smith,SubStack,9,3,,Yes,lyrics,Music Production,Session Musician,3,3,5,4189485,1521775,2,2,5,56
ART7600,Kimberly Fisher,howardjulia@example.org,[Hashed Password],Credit Card,PotCoin,Music Academy,Jazz,Bebop,"Jeannebury, Morocco",https://kalakrut.com/Kimberly Fisher,Fb,4,3,Won Award,Yes,production,Music Production,Session Musician,0,0,7,5782077,3076150,0,8,3,767
ART2,Steven Blanchard,millergregory@example.com,[Hashed Password],Paypal,Omni,Online Course,Indian,Instrumental,"Kathyview, Pakistan",https://kalakrut.com/Steven Blanchard,Fb,5,4,Won Award,No,choreography,Songwriting,Session Musician,9,5,18,8621712,8566056,1,8,9,473
ART5568,Michael Morris,rodriguezstanley@example.com,[Hashed Password],Stripe,MazaCoin,Music Academy,Classical,Opera,"Stephenfurt, Isle of Man",https://kalakrut.com/Michael Morris,SubStack,5,4,Featured in Magazine,No,production,Songwriting,Feature Verse,0,0,13,7831044,1245790,5,3,3,623
ART5587,Bianca Allen,melindamartinez@example.com,[Hashed Password],Cash on Delivery,XEM,Music Academy,Pop,K-Pop,"New Rebecca, Georgia",https://kalakrut.com/Bianca Allen,LinkedIn,10,5,,Yes,production,Songwriting,Session Musician,6,6,6,2231142,448722,5,5,3,465
ART1579,Erin Abbott,dustin06@example.org,[Hashed Password],Debit Card,DigitalNote,Online Course,Indian,Sufi,"West Terri, Czech Republic",https://kalakrut.com/Erin Abbott,Insta,4,2,Featured in Magazine,Yes,script,Vocals,Feature Verse,8,8,5,1036760,516015,2,6,10,934
ART4025,Stephen Atkinson,cbowman@example.com,[Hashed Password],Cash on Delivery,Zclassic,Self-Taught,World,Folk,"Lake Brittanyshire, Malawi",https://kalakrut.com/Stephen Atkinson,Fb,9,0,Featured in Magazine,Yes,event,Music Production,Feature Verse,5,5,14,4536602,403102,2,6,8,711
ART5126,Mark Newman,westdonna@example.org,[Hashed Password],Cash on Delivery,Namecoin,Online Course,Electronic,EDM,"North Joseph, Taiwan",https://kalakrut.com/Mark Newman,SubStack,2,5,Featured in Magazine,Yes,lyrics,Songwriting,Feature Verse,3,0,12,9749412,2258364,1,9,5,460
ART5541,Jennifer Cooper,keithmcdonald@example.org,[Hashed Password],Stripe,Waves Platform,Online Course,Rock,Indie Rock,"East Lorraineside, Canada",https://kalakrut.com/Jennifer Cooper,Fb,10,3,,No,event,Music Production,Feature Verse,6,1,11,10078728,9005821,2,7,9,766
ART1670,Courtney Harrell,kwalker@example.org,[Hashed Password],Paypal,XEM,Self-Taught,Pop,Pop Rock,"North Stephen, Tanzania",https://kalakrut.com/Courtney Harrell,Fb,1,0,Featured in Magazine,No,event,Vocals,Mixing & Mastering,2,2,18,15682302,26281350,2,1,4,686
ART6733,Heather King,guzmanryan@example.net,[Hashed Password],Paypal,AMP,Self-Taught,Rock,Metal,"South Duanemouth, Belize",https://kalakrut.com/Heather King,Twitter,7,4,Featured in Magazine,Yes,business,Music Production,Mixing & Mastering,6,5,12,7865460,8893308,4,5,0,138
ART2927,Megan Wilson,xgomez@example.net,[Hashed Password],Cash on Delivery,XEM,Online Course,World,Contemporary,"North William, Mexico",https://kalakrut.com/Megan Wilson,Twitter,3,5,Featured in Magazine,Yes,script,Songwriting,Session Musician,1,1,12,5912292,6922032,1,5,6,571
ART4572,Anna Jones,clayton56@example.com,[Hashed Password],Debit Card,AMP,Self-Taught,Classical,Chamber,"North Connieborough, Ukraine",https://kalakrut.com/Anna Jones,SubStack,2,1,,No,production,Vocals,Mixing & Mastering,0,0,13,11370671,13726102,5,7,6,766
ART5872,Andrea Hines,wilsonlaura@example.net,[Hashed Password],Credit Card,Burstcoin,Online Course,Classical,Orchestra,"South Stevenland, Ethiopia",https://kalakrut.com/Andrea Hines,Twitter,9,5,,No,event,Songwriting,Feature Verse,2,2,13,6054867,7128862,2,8,3,683
ART2507,Claire Stevens,markmata@example.org,[Hashed Password],Credit Card,Dash,Online Course,Jazz,Fusion,"South Joseph, Cape Verde",https://kalakrut.com/Claire Stevens,Fb,10,1,,Yes,production,Vocals,Mixing & Mastering,4,2,4,714052,100128,0,8,9,33
ART9706,Morgan Hansen,westbrittany@example.org,[Hashed Password],Paypal,Sirin Labs,Online Course,Rock,Alternative,"East Anna, Sao Tome and Principe",https://kalakrut.com/Morgan Hansen,Fb,4,3,Featured in Magazine,Yes,concept,Songwriting,Mixing & Mastering,5,1,11,380061,94666,2,3,3,465
ART7546,James Ward,mejiatravis@example.net,[Hashed Password],Paypal,Namecoin,Online Course,World,Contemporary,"Lake Jamestown, Northern Mariana Islands",https://kalakrut.com/James Ward,Twitter,8,4,Featured in Magazine,Yes,PR,Vocals,Feature Verse,9,3,16,13317392,12243840,5,1,3,282
ART6913,Sean Young,ashleylewis@example.net,[Hashed Password],Paypal,BlackCoin,Music Academy,Rock,Indie Rock,"South Tonyamouth, Canada",https://kalakrut.com/Sean Young,YouTube,7,1,Featured in Magazine,No,choreography,Vocals,Feature Verse,0,0,4,37124,11900,2,2,7,922
ART6828,Christina Allen,chad86@example.org,[Hashed Password],Stripe,AMP,Music Academy,Electronic,House,"Mcbrideview, San Marino",https://kalakrut.com/Christina Allen,SubStack,9,2,,No,production,Vocals,Feature Verse,7,7,13,8100612,10245443,0,3,7,518
ART1316,Sue Petersen,spencerwalker@example.org,[Hashed Password],Paypal,BlackCoin,Music Academy,Hip-Hop,Boom Bap,"Alexisburgh, Cote d'Ivoire",https://kalakrut.com/Sue Petersen,Twitter,8,3,Won Award,No,event,Music Production,Feature Verse,1,1,12,3727572,3627492,4,2,3,513
ART6062,Kimberly Richardson,garrettmark@example.com,[Hashed Password],Stripe,TRON,Music Academy,World,Contemporary,"Port Beth, Bahamas",https://kalakrut.com/Kimberly Richardson,Insta,4,2,,No,choreography,Vocals,Feature Verse,8,4,19,12485926,8713362,4,6,0,695
ART648,Stephen Sellers,jennifercarey@example.com,[Hashed Password],Paypal,XEM,Music Academy,Rock,Alternative,"Port Sonya, Bermuda",https://kalakrut.com/Stephen Sellers,Twitter,1,4,,Yes,business,Music Production,Session Musician,10,0,18,13853286,2002176,5,5,8,674
ART171,Kathy Smith,cbond@example.net,[Hashed Password],Paypal,BlackCoin,Self-Taught,Pop,K-Pop,"West Jane, Greece",https://kalakrut.com/Kathy Smith,YouTube,2,3,,No,production,Songwriting,Session Musician,0,0,19,11578714,7147496,3,2,3,682
ART3747,David Baker,rebecca88@example.com,[Hashed Password],Credit Card,Dash,Online Course,Jazz,Smooth Jazz,"Duncanmouth, Mauritania",https://kalakrut.com/David Baker,Insta,1,2,Featured in Magazine,Yes,logistics,Music Production,Feature Verse,0,0,1,738134,31395,2,10,1,474
ART7731,Craig Reed,alanperez@example.org,[Hashed Password],Paypal,AMP,Online Course,World,Contemporary,"Payneport, Germany",https://kalakrut.com/Craig Reed,Insta,2,1,,Yes,script,Vocals,Feature Verse,5,0,12,1222704,608544,0,2,6,1
ART9970,Francisco Hernandez,sarah47@example.net,[Hashed Password],Cash on Delivery,Emercoin,Self-Taught,Electronic,EDM,"East Noahbury, Indonesia",https://kalakrut.com/Francisco Hernandez,SubStack,5,3,Featured in Magazine,Yes,production,Vocals,Mixing & Mastering,8,7,13,9449869,1981850,2,7,1,390
ART622,Tasha Reynolds,smithjennifer@example.org,[Hashed Password],Credit Card,Namecoin,Self-Taught,Indian,Hindustani,"North Judyhaven, Guam",https://kalakrut.com/Tasha Reynolds,YouTube,2,5,,Yes,script,Vocals,Feature Verse,4,1,14,10165470,12066572,1,4,1,331
ART8419,Sharon Davis,rachelnguyen@example.org,[Hashed Password],Paypal,Emercoin,Music Academy,Electronic,House,"Sextonchester, Reunion",https://kalakrut.com/Sharon Davis,Fb,10,2,Featured in Magazine,No,design,Music Production,Session Musician,9,5,15,11983635,17665740,2,2,0,253
ART5874,James Byrd,fowlerbrian@example.net,[Hashed Password],Stripe,Ubiq,Music Academy,Indian,Hindustani,"Port Timothy, Benin",https://kalakrut.com/James Byrd,Insta,8,4,Featured in Magazine,Yes,event,Music Production,Session Musician,9,3,7,6321420,1150905,4,2,7,734
ART5950,Joseph Miller,nicole79@example.com,[Hashed Password],Cash on Delivery,Bitcoin Cash,Online Course,Hip-Hop,Conscious Rap,"Lake Jeremyshire, Thailand",https://kalakrut.com/Joseph Miller,YouTube,7,1,Won Award,Yes,design,Vocals,Feature Verse,3,1,9,4120641,110223,4,6,6,705
ART9327,Angela Saunders,abigailbrooks@example.org,[Hashed Password],Credit Card,Ripple,Music Academy,World,Contemporary,"Thomasshire, Switzerland",https://kalakrut.com/Angela Saunders,LinkedIn,1,1,Featured in Magazine,No,production,Vocals,Session Musician,0,0,8,3282000,1671840,0,3,2,591
ART1235,Mr. Robert Thompson,yfarley@example.com,[Hashed Password],Cash on Delivery,Zcash,Self-Taught,Rock,Metal,"North Gabrielland, Australia",https://kalakrut.com/Mr. Robert Thompson,LinkedIn,4,0,Featured in Magazine,Yes,concept,Music Production,Mixing & Mastering,0,0,1,162151,15629,5,9,0,314
ART591,Lori Mathis,taylorjessica@example.net,[Hashed Password],Paypal,EOS.IO,Online Course,World,Folk,"Emilymouth, El Salvador",https://kalakrut.com/Lori Mathis,YouTube,1,2,Won Award,No,business,Songwriting,Feature Verse,3,3,19,7995656,11361810,1,6,1,380
ART1612,Katherine Ortiz,sandersmarvin@example.org,[Hashed Password],Debit Card,Tether,Self-Taught,World,Folk,"South Justin, Saint Vincent and the Grenadines",https://kalakrut.com/Katherine Ortiz,Insta,7,1,,No,lyrics,Songwriting,Mixing & Mastering,6,0,19,13788680,15455189,0,5,8,197
ART5555,Lauren Rios,castanedalauren@example.com,[Hashed Password],Debit Card,Sirin Labs,Self-Taught,Rock,Metal,"South Melissaville, Cyprus",https://kalakrut.com/Lauren Rios,LinkedIn,5,4,Featured in Magazine,No,choreography,Songwriting,Session Musician,5,2,16,14311552,7626288,5,3,0,30
ART5045,Laura Richmond,mark07@example.org,[Hashed Password],Cash on Delivery,Zclassic,Music Academy,Pop,Dance Pop,"Rachelberg, Niue",https://kalakrut.com/Laura Richmond,YouTube,9,2,,Yes,production,Music Production,Session Musician,0,0,3,466494,37959,2,6,10,523
ART9768,Rita Beasley,greenbill@example.net,[Hashed Password],Credit Card,Ethereum Classic,Online Course,Classical,Chamber,"Hernandezberg, Dominica",https://kalakrut.com/Rita Beasley,Twitter,1,3,Featured in Magazine,No,production,Music Production,Feature Verse,2,2,16,12447840,13533712,2,7,10,665
ART2896,Adriana Torres,tmartinez@example.com,[Hashed Password],Paypal,DigitalNote,Self-Taught,World,Contemporary,"Russellton, Morocco",https://kalakrut.com/Adriana Torres,SubStack,6,5,,Yes,design,Songwriting,Session Musician,2,2,10,762210,292740,4,10,2,13
ART3179,James Parker,fbennett@example.org,[Hashed Password],Credit Card,Feathercoin,Music Academy,Hip-Hop,Trap,"North Saramouth, Lesotho",https://kalakrut.com/James Parker,Insta,6,0,Featured in Magazine,Yes,logistics,Songwriting,Feature Verse,3,3,18,3073320,4725090,2,3,1,671
ART6378,Candace Davidson,joseph72@example.net,[Hashed Password],Stripe,Ethereum Classic,Music Academy,Rock,Alternative,"North Tammyhaven, Comoros",https://kalakrut.com/Candace Davidson,Twitter,10,3,Won Award,No,production,Music Production,Session Musician,6,5,3,2169663,158916,5,4,10,91
ART9731,Ashley Hart,kirsten20@example.org,[Hashed Password],Debit Card,Decred,Music Academy,Hip-Hop,Conscious Rap,"West Jamesville, Iceland",https://kalakrut.com/Ashley Hart,Insta,1,1,Featured in Magazine,Yes,lyrics,Vocals,Feature Verse,9,4,1,454158,3482,3,4,10,122
ART4470,James Rangel,browngregory@example.org,[Hashed Password],Stripe,Litecoin,Music Academy,World,Folk,"Lindafort, Central African Republic",https://kalakrut.com/James Rangel,Insta,4,5,Featured in Magazine,Yes,concept,Music Production,Feature Verse,10,2,17,12798025,563992,4,5,2,601
ART8249,Jodi Keller,williamswhitney@example.net,[Hashed Password],Stripe,Primecoin,Online Course,Indian,Hindustani,"New Jessicaville, Tonga",https://kalakrut.com/Jodi Keller,Fb,1,5,Featured in Magazine,Yes,choreography,Vocals,Session Musician,4,1,13,2833285,2162771,3,4,2,283
ART5023,Kaylee Garcia,sarafisher@example.net,[Hashed Password],Credit Card,AMP,Online Course,Classical,Orchestra,"Port Robert, Liechtenstein",https://kalakrut.com/Kaylee Garcia,LinkedIn,8,5,Won Award,No,production,Songwriting,Session Musician,4,2,17,5275542,432361,0,1,1,766
ART7226,Michelle Walton,kenneth50@example.com,[Hashed Password],Stripe,AMP,Online Course,Indian,Ghazal,"New Sharonfurt, Lao People's Democratic Republic",https://kalakrut.com/Michelle Walton,Insta,5,2,Won Award,No,lyrics,Music Production,Mixing & Mastering,7,2,8,4753800,1389928,2,6,2,924
ART4861,Mr. Matthew Frey,jeffrey78@example.com,[Hashed Password],Debit Card,MazaCoin,Music Academy,Electronic,House,"West Christopher, Colombia",https://kalakrut.com/Mr. Matthew Frey,Fb,2,1,,Yes,design,Music Production,Mixing & Mastering,0,0,14,11110904,7806876,4,5,4,843
ART699,Phillip King,jeremiah71@example.net,[Hashed Password],Credit Card,Decred,Online Course,Classical,Opera,"Wesleyburgh, Bulgaria",https://kalakrut.com/Phillip King,LinkedIn,7,3,Featured in Magazine,No,choreography,Music Production,Feature Verse,8,7,14,6733202,920010,0,8,3,34
ART5135,Kendra May,casewillie@example.com,[Hashed Password],Paypal,MazaCoin,Self-Taught,Pop,K-Pop,"Lake Chad, Netherlands Antilles",https://kalakrut.com/Kendra May,Twitter,10,0,Won Award,No,script,Music Production,Session Musician,5,4,3,457500,130047,1,3,9,951
ART5389,Donna Warner,mark44@example.com,[Hashed Password],Debit Card,XEM,Music Academy,Hip-Hop,Conscious Rap,"New Greg, Antarctica (the territory South of 60 deg S)",https://kalakrut.com/Donna Warner,Twitter,7,5,Featured in Magazine,Yes,script,Music Production,Session Musician,0,0,6,3321390,68268,4,7,7,943
ART9430,David Wells,jennifernolan@example.org,[Hashed Password],Stripe,Gridcoin,Self-Taught,Rock,Indie Rock,"Davidshire, New Zealand",https://kalakrut.com/David Wells,Twitter,8,5,,No,lyrics,Vocals,Mixing & Mastering,8,2,2,1493638,120346,2,6,4,108
ART4788,Misty Garcia,aguirreamanda@example.org,[Hashed Password],Paypal,NEO,Music Academy,Electronic,Dubstep,"Brianberg, Niue",https://kalakrut.com/Misty Garcia,YouTube,5,3,Won Award,No,concept,Vocals,Feature Verse,3,3,10,2078750,506280,4,8,2,975
